,Review,Rating,Date,Restaurant Name
55,"I walked in expecting a commercial, two-star restaurant. My mistake. Even at the height of the lunch rush, Atlantic Fish seated us immediately at a sunny table by the window. Our doll of a waitress, Celeste, conjured diet cokes and breadbasket within seconds. And though the Easter crowds were wrapped up against the bitter cold, we were toasty warm thanks to superpowerful floor heating.I got the scallop salad, which featured scallops the size of Texas. These scallops had a filigree of grill marks and a delicate, sweet taste. Scallops are famed for their nutritional properties (hello magnesium, vitamin b, omega 3, potassium) and these babies certainly healed me. Their luxuriant bed of fresh greens didn't hurt either.  And if the scallops were Texas, the oysters were the size of Africa. No wimpy rags of oyster here, no sir. We dined on delicious oysters from Massachusetts waters, plump and nourishing. Seriously, what are they putting in the water?One star off for an overly floured down crab bisque. Screw Legal. Go Atlantic!",4,3/23/2008,Atlantic Fish
56,"I could not rave more about this place, so I will make this to the point. I didn't have a reservation so I waited at the bar and had a fabulous cucumber martini; very unique! This was the best dinner I have ever had and one of my favorite memories of Beantown. I want to return to Boston for this restaurant alone! Surf and turf is my usual order at places like this and I have not one compliant about it. The steak was perfect and it seemed the crab had just jumped out of the ocean onto my plate. It is pretty expensive but this is one of the few restaurants that can and should get away with it.",5,3/24/2008,Atlantic Fish
57,"Atlantic is my favorite place for seafood in Boston, and one of my favorite restaurants.  They have the best crab cakes I've ever had (and I've been to Baltimore).   The bf and I like to go here for brunch. Last time we were there I started with a Bellini, and for something more substantial, the crab cake sandwich was next.  It had melted brie on it.  Holy crap.  The boy always gets eggs benedict with crab cakes.  I would love it if I liked hollandaise sauce.  They have a lovely wine list, and the service is always great.  Last time we were there the server was almost a little *too* friendly (yes, we're chatty and nice, but we're not actually friends, dude...).I always recommend this place to friends and have taken a lot of out-of-towners here.",4,4/2/2008,Atlantic Fish
58,"I was there Jan. 2008 and I loved it!!! The restaurant is beautiful and the service is great.  I had the teriyaki glazed salmon and that was very good; salmon cooked just right.  My mom had a local fish but I'm not sure what's it's called and she said it was very good as well.  My sister also ordered salmon but she requested for it to just be grilled, plain and simple and they were very accommodating.   We also ordered the mussels as appetizers and that was just amazing.  The crab cakes were very good as well.  You actually get big chunks of crabs on every bite...no imitation crabs here.  I also had to get a taste of their clam chowder...I was not disappointed, New England clam chowder for sure.  My experience was very good.  I'll definitely go back there when I'm in town.",5,4/10/2008,Atlantic Fish
59,"My brother and I hit up Boston on a whim so we chanced upon this place as we didn't have anywhere in mind but someplace warm to eat. As we walk in, noticed everyone tended on the older age range but casual nonetheless. Our server, Joey, was really nice and service was always on point. We ordered the clam chowder, caesar salad, calamari milano, and captains platter. We could have done without the calamari as portions are HUGE. Great prices and worth the try.",4,4/11/2008,Atlantic Fish
60,"Great location, great service, but I was still disappointed.  I ordered the steamers, and they were huge!  Steamers are like the one thing you don't want huge because their bellies rip open and eww.I will try something else here when I'm back in Boston, and edit accordingly, but I'm still a little bitter right now.  Thus the three stars.",3,4/16/2008,Atlantic Fish
61,So I have only been here for apps late at night so my opinion of this place is limited... that being said I had the a wonderful experience.. I really like the bar tables and they are perfect for a late night snack... I had the oysters which I thought were great although I'm just getting into the oyster world... however the stuffed quahog is absolutely amazing... im still not exactly sure what a quahog is but this was delish... clams meat and corn plus the spice of the chorizo really made it for me...,4,4/26/2008,Atlantic Fish
62,"I love my boyfriend even more for taking me here.  I love bread and couldn't believe my mouth when I had theirs.  Top that off with the best Sangria I've ever had in the U.S. and I'm a happy, buzzed camper.  The sea bass was exellent but I couldn't finish it since I had wolf down a whole loaf of bread.",5,4/29/2008,Atlantic Fish
63,"The service here is very good.  On one occasion, they did not have a table open for our reservation so we had to wait about 15 minutes, which isn't a big deal but management offered us either clam chowder or something from their raw bar, on the house.  It was a very nice gesture.  we enjoyed the free chowders which was very good.This place is pretty expensive, plan on spending at least $50 (no including tip) per person, I don't normally drink so the bill normally isn't crazy.The food is very good.  Try items from their catch of the day or whatever it's called but the items are very fresh, the last time my girlfriend and I came, I had the Chilean Sea Bass and my girlfriend had the Giant Scallops which were both cooked perfectly.  We had the the cheesecake brulee, which was delicious.The only cons the last time I went was that we were seated all the way in the back in a corner table, it felt a little awkward because the two tables next to us kinda blocked us in.  And there was a draft of cold air coming down from the ceiling.  It was a bit uncomfortable but did not ruin the dinner.",4,5/5/2008,Atlantic Fish
64,"Atlantic Fish makes a most delicious Fish and Chips, and they're a good value at $13 bucks.",4,5/12/2008,Atlantic Fish
65,"This is exactly what an elegant seafood restaurant should be: great selections, attentive and knowledgeable staff, and a bustling pleasant atmosphere. If you only go here for the clam chowder, it would be a worthwhile experience. On my waiter's recommendation, I had the redfish; I wanted something that a local choice, and I found it was very good. My wife opted for the lobster & fillet combo, and both were very good. Once again, we failed to leave room for dessert, and given the choices that might have been poor planning on our part.",5,5/12/2008,Atlantic Fish
66,"5 stars for sure.  Legal had better watch out because Atlantic FC can sure pack a house.  I thought I had made a reservation for Saturday night for my GF's bday on very busy graduation weekend.  Needless to say my reservation wasn't there and the wait was 1.5-2 hours!  I got on the list anyway in hopes of a cancellation, but it wasn't looking good.I started to get really nervous because my GF hadn't eaten all day, was PMSing AND it was her birthday!  Talk about a triple whammy, but the manager just about saved my life that night and kindly got us a nice table in the corner ... perfect for 2.  I can't thank the host and manager enough!The food was delicious ... oysters were so fresh and the crab and artichoke dip is HUGE!  Those are must get appetizers.Would definitely go back.",5,5/21/2008,Atlantic Fish
67,"You can now make reservations online on their website! What a convenience! Even better is that you can request a specific part of the restaurant to be seated at . . . they saved a window seat for us with the reservation, even with a packed house and more people coming in.But really, the 5 stars is for the food. I think I've had the best clam chowder here (full of potatoes and clams . . . and it's NOT liquid-y like that of most places in Boston), and some of the best salmon. Two thumbs up to the Barbecue King Salmon and Pan-Seared Sea Bass, and their sangria! It was oh-so-delicious. Our server, Matt, was knowledgeable, friendly, and quick with the service. Of course, when you eat that much seafood, there is little room for dessert. Despite not ordering dessert, I saw that they had a pretty good selection. When I was here awhile ago, I had ordered the key lime pie - what a sweet surprise that was! I can't wait to come back here again . . . with reservations, of course!",5,5/24/2008,Atlantic Fish
68,"I really wanted to enjoy my time at the Atlantic Fish Company and I did, for a while.  I will start off by saying the wine list was awesome big California Chardonnays, light crisp Pinot Grigios. The apps were also great, everything was so flavorful and  delicious, I couldn't wait for my entree.   We were sitting at an out side table and all of the trend setters were strolling by, there were candles, I had on a dress...it was all very cute.  Then our food came I got the grilled Tuna and my new boyfriend (now my husband) got the Halibut.  I tend to get worried when I see one of those lemons in the little ""sock"" thing, I truly despise that, seems more unsanitary than a regular lemon wedge to me.    The tuna was cold. I ordered it black and blue (hard sear on one side) and it was cold.  Many may argue that it's supposed to be like that but I say, bad timing on the chef's part and the veg was also cold and I ordered them cooked.  I asked N.B. for a taste of his Halibut and to my surprise, it tasted exactly like the fish I was eating.  How can this be?? Tuna has a steak like quality and a more rich flavor than that of the white, flaky, mild Halibut.  Oh, right, neither one of them were seasoned and both were clearly cooked on a flat top, a wet flat top. Some places will do that to hide th flavor of fish that isn't worth the 32.00 you pay for it.   I was sad...not because I thought that tuna and halibut were the same fish but because, this place is in a prime tourist hub, they should try to make the food as authentic as possible, not bland and accomodating.   Stick to apps and wine on the patio...save the cash that you would have spent on an entree and buy more wine and a safe cab ride home.",2,5/29/2008,Atlantic Fish
69,"As I was casually strolling along Boylston Street, Atlantic Fish Company caught my eye.  Although the other restaurants along the street had outdoor seating, this place looked like it had it all - a nice ambience and a great seafood menu selection, and it did.  I was going to sit outside, but I did not feel like waiting (yes, I'm a New Yorker).  I should have to complete the experience, but oh well.  I could not decide what to order.  I haven't had scallops in a while so I ordered the pan seared scallops with pasta w/pesto, artichokes and pico de gallo.  Yum! It was so fresh!  Also the pasta was surprisingly good.  Usually restaurants put too much pesto, but this was the right amount! During my next visit to Boston, I will definitely dine here again!",4,6/3/2008,Atlantic Fish
70,The atmosphere reminded me of the inside of a cruise ship.  I really liked that.   The food was good but not particularly memorable--beats out legal seafoods though.,4,6/11/2008,Atlantic Fish
71,"The only negative thing I can think of is that our entrees took a while to come out. That said, let's move along.This is a fantastic restaurant. It starts with its great location on bustling Boylston St in Copley, among other fun places like Vox (post dinner drink? Yes please). The restaurant itself has that usual classic fancy look - woody with all the trimmings - and in generally pretty decent feng shui...not too crowded, but also not too bare.The wait staff was polite and efficient right from the get go, and continued to be through the rest of the night. Thanks to the friendly wiles of my dinner companion, we even managed to finagle some free dessert out of our waiter! Then again, you can't really say no to a pregnant woman. Unless the question is, ""are you the father?"". Unless you are. Hm. Awkward.The quality and quantity of food matches up with the rest of the restaurant in that it's satisfying and delicious. You'd be silly not to get one of the daily catches, cooked to your liking, blackened, grilled, seared, etc etc. While I thought the swordfish steak was a little on the dry side for my liking, the seared tuna steak was absolutely fantastic. Again its all personal preference, but I guarantee if you're a hearty seafood lover you'll find something on this menu you'll enjoy thoroughly. Oh, and the spinach and artichoke dip served in a bread bowl is da shiznitttt.They also sport an impressive wine selection, but with any wine selection don't be fooled by price tags - try something new, or get what you like, without paying too much attention to the price (don't blow the bank, you never know when you might need that extra fiddy...did someone say off-track betting??)All in all, I've been here a few times and have had wonderful experiences. It's a little on the pricey side, but this place, unlike many others, is completely worth it. So have yourself some dinner, a couple drinks, go see a show in theatre district, some post-dinner drinks at Vox, get trashed and hit the stripper poles at the Liquor Store, then to satisfy those munchies, stumble over to the happiest place in the world...CHiNATOWN.",5,6/13/2008,Atlantic Fish
72,"I was just there on a girls trip with Moms and Atlantic Fish Company was recommended by a local guy we met at The 7's ( a bar that I also loved).  I have to say my favorite thing about the meal was their sangria...and I make kick ass sangria..but this was soooo tasty.  The trick is that they add Limon Bacardi, which I will be stealing for my next batch.  The food was amazing..we had the halibut, ahi, goat cheese & beet salad and their bread was yummy too.  Beantown is my new favorite city!",5,6/15/2008,Atlantic Fish
73,"Excellent place. My boyfriend and I go here once in a while for a nice dinner out and feel they have the best quality seafood in town and at the best price (for more casual/fine dining) as compared to other seafood restaurants in the area. We have never never been disappointed with our meal. We're a young couple and was a ittle hesitant on how we would be ""treated"" at a nicer place the first time (we've had bad experiences at other restaurants before) but at Atlantic we were immediately treated with respect by an extremely friendly and helpful staff. The raw bar is always excellent with different oyster selections. and their fresh fish selections change almost daily and you can get it done anyway to your liking. Occassionally we'll just hit up the bar for some of the best sangrias and oysters. Great vibe inside even though if you're in the middle of the restaurant it can seem really crowded. Never sat outside since we tend to go during the winter time. And also hoping to try their brunch one of these days.",5,7/2/2008,Atlantic Fish
74,"Went here on a Monday night and couldn't believe how packed it was. I made reservations earlier that day and was seated immediately at a nice big booth. The server came right away to get our drinks and provide us with information on the daily specials.I ended up ordering the Cioppino, one of my favorite seafood dishes, and was not disappointed. The stew was so big I was only able to eat half of it. The bread was also delicious and I had to stop myself from asking for another loaf to dip into my stew.Once we picked our entrees, our server recommended a great, moderately priced, wine to go with our meal and it really was quite perfect.All in all, a nice casual, but well put together, seafood restaurant with fantastic food. I will return for my Cioppino, and maybe some other items on the menu, again and again and again...",5,7/13/2008,Atlantic Fish
75,"Service was great.Had the BBQ Salmon - that was excellent.The Caesar Salad was pretty good.Clam Chowder was just so-so. Overall, highly recommended, and you can make a reservation on Opentable....",4,7/14/2008,Atlantic Fish
76,"This place is perfect if you're staying in the Back Bay area, and even if you're not, it's still probably worth the trip.  There's a good mix of both tourists and locals, the food is great, and the service was excellent (thanks Danielle!).We started off with a huge oyster sampler-- which were all very meaty and super fresh.  My boyfriend had a giant lobster, which was fantastic.  I had a really hard time picking an entree, and finally settled on the  sea bass served on lobster ravioli, at the suggestion of our waitress.  The sea bass was simply prepared, but delicious and the raviolis were amazing.  I kind of wish there were more than four on the plate, but they were so rich, it's probably best that there weren't.",4,7/15/2008,Atlantic Fish
77,"This is a great place that I'll be happy to revisit .. and revisit.  I followed the Yelpers' directions: reserve online (using Opentable in my case), show up at the appointed hour, and watch your party get seated immediately.  The restaurant was pretty much full, as described, but there was an attractive booth with my name on it (as far as the hosts were concerned).  Great ambiance and decor -- lots of positive energy.  The food: really good!  I had the stuffed quahogs and a blackened bluefish.  (Maybe I have something against the color blue?)  Good sides (grilled vegetables and crushed new potatoes) and a reasonably well-chosen wine list.  (I had the Sonoma-Cutrer Russian River Ranches chard, which was fine.)",4,7/18/2008,Atlantic Fish
78,"I enjoyed my steamers here.  It's a large portion for $16 with drawn butter.  Their bread is served hot (why can't all restaurants do this?), and I enjoyed the corn pudding which is like a wet corn bread (made with more eggs--almost Indian style).  Yum!",4,7/26/2008,Atlantic Fish
79,"This place is allright in my book (as much as this strip of restaurants makes me a little uncomfortable...) I've been here twice and really enjoyed both times. Never too long a wait for a table or a server. Drinks come promptly as did the food.I've had the chowder and the crab cakes, pretty standard dishes, both were tasty and filling. Always a good standby when you have out of town guests in the Back Bay who are in the mood for seafood.",4,7/29/2008,Atlantic Fish
80,"Sorry Legals, but Atlantic Fish has you beat. High quality seafood with an atmosphere reminiscent of a luxury yacht? Sign me up. My swordfish was grilled to perfection, my girlfriends scallops were some of the best I've had, and the asparagus beat out the likes of the city's best steak houses.  Not to mention our server was AMAZING - he was super helpful all evening, even helping us pick the best bottle of wine to compliment our dinners. He even sent us a hand written thank you letter a few weeks later. Bypass Legals and give this place a try next time.",4,8/15/2008,Atlantic Fish
81,"Loved the sea food platter appetizer -- great lobster, crab and fresh oysters.We had stuffed lobster, pesto pasta with scallops and the flounder. Portions were a bit large and we were stuffedWine selection is good.  Service and wait staff are great",4,8/19/2008,Atlantic Fish
82,"Lets start off by saying its' a class place, old wood, impressive bar, an old money type place yet cool, especially  with the patio seating.  BTW the patio seating is first come first serve so get their early have a cocktail and enjoy the sights and sounds of Boylston Street.  The bartender was engaging and funny, she made everyone feel comfortable overcoming any possible feeling of stuffiness.  Being Portuguese (Note: Portugal is a smaller and cooler version of Brazil and we all know why Number 12 likes Brazil) I know seafood really, I do. The Portuguese are the best sailors the world has known, they discovered more than most and  ask any descendant of  Columbus they'll agree Anyway enough of the histrionics and personal opinions:When it comes to the AFC grilled cod fish was simple yet it could not have been prepared any better a pure 13 out of 13.  Why 13 ?? It is my lucky number. The others entrees included blackened scallops, salmon and a shoulder cut of sword fish 9which is not necessarily a well known cut to many)  but  certainly all our meals were worth every penny and reasonably priced I might add. Great food.The server was good, very good especially with respect to providing appropriate information regarding the menu selections and the such, yet, the overall service was a little slow.  However, sitting outside on the patio more than made up for the wait.",5,8/19/2008,Atlantic Fish
83,"I was in Boston with a co-worker for a few days and we wanted to end a very long east coast business trip with a decent meal. I wanted a lobster. I asked some of my local contacts for recommendations. I was told Anthony's at pier 4 and No Name are two great places and better than Atlantic. After reading negative reviews about the two other places, I decided to go against the local advice and eat at Atlantic Fish Company.The Atlantic Fish Company is an elegant white tablecloth restaurant. They served food until 11pm on a Monday night which was nice because we were on west coast time still and not hungry until later.We arrived and were promptly seated. We were promptly served fresh rolls and ordered a crab cake and ceasar salad. The best crab cake in my book was always at Legal Seafood. Well, Atlantic Fish Company now holds my title of Best Crabcake. The ceasar salad was great as well and I was offered the option of having anchovies topping it.The waiter had an above average knowledge of the wine offerings. We went with his recommendation and were not sorry. Their wine service is good, not a great selection but a nice offering all the same.I had the lobster. I was offered the option of having them remove it from the shell, which I took them up on. Their presentation of the lobster was awesome, all the meat was in a dish next to the upper torso of the lobster, which was situated so he could watch me eat him. The meat was hot and tasty. The waiter asked me to try the temperature while he waited to ensure it was to my liking. The lobster was served with potatoes and corn which were great as well.We were offered dessert. The waiter insisted their chocolate cake was ""exceptional"" and made with a high end chocolate. I have heard this line before and been disappointed all but once in my life. I took him up on it. He was right, it was exceptional and one of the best cakes I have had.Now, let's talk service. I had been disappointed by the service we received in every restaurant in Boston. One of my local contacts told me that generally service is very poor in Boston. Atlantic Fish Company was the only exception.Our waiter was right on with everything 100% of the time. He should write a book on good service. He was knowledgeable about the food and the wine. Everything was timed perfectly. Maybe it was the fact the he was from South America originally and lived in another state until 2 years ago. I complimented him on the good service and told him maybe he had not been in Boston long enough to become jaded.All in all, a top notch meal. I spent hours reading restaurant reviews before coming here and I am glad I did.",5,9/8/2008,Atlantic Fish
84,"Like another reviewer noted, Atlantic Fish has it ALL OVER Legals. Maybe this restaurant is where the locals go, and let the tourists go to Legals.This place even passed my parents inspection, and they're PICKY. Seafood should be flavorful w/o adding tons of fat (aka, they like fish steamed or grilled). I've had the grilled assortment at Legals... and it was BLEH. I got the pan seared sea bass here, and it was flaky, buttery, and accompanied by some steamed spinach and lobster ravioli. I also got quite a bit of the Asian Wok Salad, with an assortment of grilled seafood (shrimp, scallops...) which was served warm with a sesame dressing. AND IT WAS HUGE. Worth every penny.Can't wait to try the sea bass chowder next time!!(the ONLY thing that Legals does better is the bread. Ah... the bread).",4,9/19/2008,Atlantic Fish
85,"I got to Boston 8 years ago for school and a local told my family and I to go to Atlantic Fish and now I'm here all the time.  It's my favorite seafood restaurant!  They have qualtiy food and many choices.  They'll address allergies and make substituions so you will love your meal.  The servers have great suggestions and are very knowledgeable about the menu.  Great food and drinks, friendly staff, and welcoming atmosphere makes for a great time!",5,9/23/2008,Atlantic Fish
86,"Not sure what the buzz is all about.  Went there a few weeks ago when I was in Boston, and was not impressed.  Maybe I'm just picky, but I thought the food was very mediocre.  If you are gonna charge $40 a plate, I expect it to be above average at the minimum - it was not.  I was quite disappointed.  If this is supposed to be one of the best sea food restaurants in Boston, then I guess Boston's sea food standard is not very high.  The wait was about 15 min or so with no reservation - not bad.  Had a few drinks at the bar.  They sounded really good on the menu.  I ordered a champagne cocktail that was supposed to have Godiva chocolate liqueur in it but it was pretty much straight up champagne.",3,10/9/2008,Atlantic Fish
87,"Here, fishy fishy!Atlantic Fish.  Exactly as I expected, you were laden with wooden wall features and glass partitions.  Every glass was screened with your label on it (but it looked like smoosh).  You served pricey wines matched with pricey fishies, including 2 lb lobsters prepared all hacked up to pieces.  Strange, though I liked the warmed butter which looked like an aromatherapy oil heater.I can't say I didn't like my food, but I realized that I need to stop taking waiters' advice.  I ordered the Cioppino which was a medley of lobster, scallops, shrimp, mussels, clams, and some random fish, all simmered in a saffron broth.  Oh, the broth was tasty and well seasoned but man the seafood was very over done.  I should have opted for the Ipswich fried clams and salad (I know...it's tempting to go for something a little over the top at a restaurant which prides itself with fresh seafood, and not exactly typical).Yes, I was thoroughly jealous of Yan's scallop linguine and Dave's seafood Fra Diavolo.  But neither appeared extremely decadent.All in all, unimpressed, but a decent alternative to Legals.  I did expect more and got...just okay.  I highlight the word ""alternative"" but please don't discount the Legals option.",3,10/11/2008,Atlantic Fish
88,"I came here for my birthday and was wowed by everything. Maybe it was my date and how he planned every little thing so it was all amazing, but let me tell you what happened.As soon as we walked in, my date asked me to wait at the doorway and walked up to the counter and told them his name for the reservation. I was escorted to the bar where I sat and the bartender smiled and handed me a drink. I didn't even ask for it. I smiled and after a couple sips, they were ready for us. As soon as I sat down, our server whisked up and said, ""Hi, Julie! My name is Chris. So, I hear it's your birthday today!"" I was shocked and just smiled and nodded with my mouth gape. He smiled and handed me a menu I ordered what I wanted and in no time, the appetizers came. As soon as I put my fork down, wiped my mouth, and put my utensils in the position that noted to the server that I was done, a bus person came and grabbed the dishes. She hadn't gotten more than one step away when Chris, the server, came over from behind me with the entrees. I couldn't have been more shocked at how well everything was planned and how immediate and automatic these things were happening. It was like they had rehearsed this earlier (obviously not). The same thing happened with dessert where he came with dessert nearly simultaneously with the bus person taking our previous plates away only with dessert, it was a surprise. I didn't choose my dessert, he just came out with it. It was amazing. The food was great and the service was superb. I have never been treated better at any restaurant, much less my birthday. I couldn't recommend this place more. It was awesome.",4,10/12/2008,Atlantic Fish
89,"My 9 year old son & I took my wife to AFC for her birthday. We were treated royally.All of us enjoyed the food and excellent service. Drinks ere top shelf, the salad was one I would order any time and the Patagonia Chilean Sea Bass was off the charts! My son enjoyed a large portion of Chicken fingers and great fries for $5.50. The chocolate desert was decadent and memorable. This is a great place and we will return as often as possible. Also: Guinness on tap & they know how to pour it!Visit & enjoy!Rob",5,10/24/2008,Atlantic Fish
90,"After having drinks at Sonsie (see my review) we headed over to Atlantic Fish for dinner last night.  Had a 7:00 p.m. reservation and were seated promptly.  Explained to our server that my friend and I hadn't seen each other in a while and wanted to catch up (aka we don't want to be rushed into ordering, eating, etc.)  She was very gracious and took our drink order while we chatted and looked over the menu... When she brought our drinks she said just to give her a signal when we'd like to order (her tip just went to a higher plateau for that consideration).  Upon ordering, both had the Toasted Goat Cheese Salad, which was excellent but could have had a more flavborful red wine vinegar dressing (actually tasted water-down).  For our entree I had the Pan Seared Sea Bass w/Lobster Ravioli which was delicious.  We had no room for dessert, but finished our bottle of wine with conversation.   Still, our server didn't make us feel rushed and turned out we were there for almost 3 hours!!! (We generously rewarded our server to her attentiveness.  An excellent dining experience",4,10/31/2008,Atlantic Fish
91,"I like this restaurant a lot for many reasons.The good:-Food is very good, not great.  It can be a little heavy for my taste at times.-they have the best cup of coffee in the city of Boston-environment is great- especially if you can get a patio in the spring-great service- not too pushy but very attentive without being intrusive-good drinksThe not so good--Overpriced for what it is which unfortunately relegates it to a ""special occasion restaurant"" for those of us who do not make 6 figures a year.",4,11/2/2008,Atlantic Fish
92,closed for renovation!!!now where will i get my sea bass... wahhh....,5,12/8/2008,Atlantic Fish
93,"Atlantic Fish Company has so much potential:  a nice enough menu, good service, a great space, the whole shebang.  But I have never been blown away by anything there, and that's a huge disappointment to me.  If anything, Atlantic Fish is up against a lot; it's located near so many other magnificent spots and the competition is thick.   It's just a tad too expensive for what seems like only slightly above average food at best.",3,12/8/2008,Atlantic Fish
94,"More like 3.5 stars.The food was pretty good in general.  Had a half dozen raw littleneck clams that were excellent and a nice pan-seared piece of sea bass with lobster ravioli.  For what you get, I feel like the place is a little pricey but it's still in the range of being acceptable.However, the service we had was downright awful.  The server had a hugely condescending tone when addressing us and describing the menu, seemed miffed that we didn't order dessert, and spilled about half a glass of water on one of us before trying to shoo us out the door for customers with deeper pockets I suppose.",3,2/4/2009,Atlantic Fish
95,Their sea bass  was huge. It was nice and clean tasting.. not too heavy. The lobster ravioli and spinach that it came with complemented the fish very well. The Cosmopolitans were also very yummy. My husband ordered the crabcakes... was a little too bready. Would come back...,4,2/12/2009,Atlantic Fish
96,"I sit at the bar almost every chance I get. Mind you this was my first experience at Atlantic Fish Company even though I worked for the company for four years. Another restaurant bar in the books...""The Fish"" as my favorite Asian-energy sucking-fiscally irresponsible-republican friend refers to this restaurant as looks like a steakhouse but please skip the beef in this place. I am sure the beef is great (the same owners run the neighboring fantastic steak house Abe & Louis) but when in Rome.....you get it right? I tried the pinot noir as an appetizer....no, seriously, the grilled swordfish is absolutely out of this world! It comes with sauteed asparagus and roasted red skin potatoes. The flavors in this dish are stunning. I licked my plate clean. Of course I dove into my favorite dessert of all time, strawberry shortcake. In a bipartisan effort my Asian republican friend assisted with a few fork-fulls of sweet berry ice cream heaven herself. Go here! It's a bit pricey but for a high end seafood spot you have to expect this.",5,2/16/2009,Atlantic Fish
97,"I've been here for brunch and dinner.  Brunch is good, your standard Newbury/Boylston fancy brunch type;  it's good, albeit not the best.  Dinner is a good alternative to Legal's.  I had the crab cakes once--superb!  I dare say I like them more than Legal's.  If you have a big party for a celebration, you can get a private room downstairs.",3,3/1/2009,Atlantic Fish
98,"Based on the crowd at Atlantic Fish Company, you'd never believe we were headed towards a depression.  The only thing I found ""depressing""  is that we were rushed out.  We came in at 9, and within about 15-20 minutes, several tables cleared and were not filled.  So, you'd think it would be o.k. if we had a more leisurely dinner. Maybe it was because we didn't order a full bottle of wine or app.  That may be code for ""please get us in and out quickly"".  And I fully understand that servers can't read our minds and we could have just said something. But when the check comes before we've even bit into the dessert, I get the message it's not o.k. to stay.  So, we quickly paid our bill and went somewhere else for an after- dinner cordial.Great, fresh seafood, lovely wine, knowledgeable and friendly staff.  Manager even checked in with us.  Nice touch.  Just plan to go when it's quiet or with a big party if you want to linger.",3,3/8/2009,Atlantic Fish
99,"I love it when my working friends take pity on my so-deep-in-debt-from-student-loans-I-may-never-get-out status and treat me to nice meals at nice places. On my most recent visit to Boston, I met up with two old friends who said ""Let's go to Atlantic fish. And before we get into an argument about it, we're paying. We're working. We're older. We're guys. You're visiting. End of discussion."" Awww, I love you guys! I'll treat you back...some day...Bread -- Yum! Crusty on the outside, warm and spongy on the outside. This stuff would make great bread bowls! As it was, we left the crust mostly untouched, and instead focused on gauging out the middle. I only wish the butter were salted.Appetizer -- Lobster Quesadilla to share, served with corn, fresh salsa, sour cream, and guacamole. OK, we all know that I love Mexican food, so there was no way I was going to hate this quesadilla. Slap some guacamole on anything and I'm happy. But this was actually really, truly, objectively good. The sweet morsels of lobster meat paired perfectly with the zesty salsa, and cheese goes so much better with seafood than I originally thought! Also, I'm a huge fan of adding sweet corn to salsa, so the fat juicy kernels were a perfect touch to the dish. Entree -- Maine Lobster Roll. Mmmmmm, lobster! (Hey, if lunch is gonna be free, I get to splurge a little, right?) The roll was heavy on the crab, light on the mayonnaise. A little too much claw meat, and a little too much lemon, but overall very very tasty. And what a generous portion! One half of the roll was the size of a normal sandwich. I ended up eating one half, and then scooping the lobster out of the other.Dessert -- Peppermint Pie. Ice cream mixed with crush peppermint candy, served on a chocolate graham cracker crust with chocolate syrup drizzled on top. OMG. SO. GOOD. Sweet and icy and minty! And chocolate-y! All food traits that I love separately, but combined = amazing. You better believe we scraped the plate.",4,3/8/2009,Atlantic Fish
100,"I've had a really good experience all three times I came.  The fish is always done well: never over-blackened, never distracted by the seasonings, etc.  Don't shy away from the lobster either!  My brother and I split a 3 pounder (I think .. that or a 4 pounder), and we were both really really full afterwards.  I think that's saying a lot since the brother was almost twice my weight at this point in his life, heehee.",5,3/17/2009,Atlantic Fish
101,"I don't often award 5 stars, but, w hen I think about the food, combined with the best service ever, i had no choice but to give em the full 5. The pan seared sea bass made a Chilean sea bass fan of me, and the lobster ravioli was Divine. My brother had the Ciopinno, and I have to say it was hands down the BEST ciopinno, we've ever had, and consider this we are from California, and San Fran is the Ciopinno capital of the world, and let me tell you, this Ciopinno blew everything we've ever had away. We started with the whole belly fry clams, and WOW these were so good, you can't get those on the left coast, and these clams we Uh-MAZING! so flavorful, and the breading was perfectly seasoned, and rich, but not a bit greasy.. The chowder here, and everywhere in the east it seems, was not my favorite, in fact I hate to disrespect the East, but I truly believe the West coast makes a better New England Calm chowder.. Anyway the icing on the cake was our server ""Jenna"".. Wow, probably hands down the Best wait service I've ever received.. she was so attentive, but not bothersome, when she asked about how I liked the chowder, and I said it wasn't my favorite, she immediately went to the kitchen to notify what appeared to be a kitchen manager (guy in a suit in the kitchen) and i saw him listen to her, walk over to the chowder and taste it.. wow i was quite impressed that they immediately took an interest in the customer feedback.. Very Cool! At the end of the dinner, we asked her about other restaurant to try while in town, and although her first allegiance was to her company ""you should come back here..."" Give that girl a raise!, She ultimately came back with a list of about 8 places for lunch or dinner, casual or upscale, and took time to give a mini description of each.. What can I say, this girl wen above and beyond, and if I could hire here, I would in a second! Great food Great Service, and a beautiful restaurant!! Good Job!",5,3/17/2009,Atlantic Fish
